defense,attack,threat,ver_acc,tar_at_far,asr_dodging,asr_impersonation,robust_tar,diffusion_t,n_denoise_steps,psnr,ssim,pert_l2,pert_linf,latency_ms,fps,fpga_lut,fpga_dsp,fpga_bram,power_w,energy_mj,bitwidth
kim_nil,clean,Linf_8/255_whitebox_adaptive,0.9676666666666667,"{""0.01"": {""tar"": 0.943, ""threshold"": 0.3808872401714325}, ""0.001"": {""tar"": 0.8483333333333334, ""threshold"": 0.5762633085250854}}",nan,nan,0.9236666666666666,nan,-1,nan,nan,nan,nan,nan,nan,-1,-1,-1,nan,nan,-1
