defense,attack,threat,ver_acc,tar_at_far,asr_dodging,asr_impersonation,robust_tar,diffusion_t,n_denoise_steps,psnr,ssim,pert_l2,pert_linf,latency_ms,fps,fpga_lut,fpga_dsp,fpga_bram,power_w,energy_mj,bitwidth
none,pgd_eot,Linf_8/255_whitebox_adaptive,0.9708333333333333,"{""0.01"": {""tar"": 0.9483333333333334, ""threshold"": 0.3844451904296875}, ""0.001"": {""tar"": 0.915, ""threshold"": 0.5247672200202942}}",1.0,1.0,0.0,nan,-1,32.759360725351314,0.9945316114748144,90.20436873198389,0.03137257695198059,0.0002094556111842394,4774281.2634434,-1,-1,-1,nan,nan,-1
