defense,attack,threat,ver_acc,tar_at_far,asr_dodging,asr_impersonation,robust_tar,diffusion_t,n_denoise_steps,psnr,ssim,pert_l2,pert_linf,latency_ms,fps,fpga_lut,fpga_dsp,fpga_bram,power_w,energy_mj,bitwidth
iter_purify,fgsm,Linf_8/255_whitebox_adaptive,0.961,"{""0.01"": {""tar"": 0.9223333333333333, ""threshold"": 0.38725417852401733}, ""0.001"": {""tar"": 0.7676666666666667, ""threshold"": 0.5616731643676758}}",1.0,0.44,0.28,nan,-1,21.379920026469,0.9461322458754243,122.5000830388509,0.03137257695198059,11.560393895488232,86.50224283363545,-1,-1,-1,nan,nan,-1
