defense,attack,threat,ver_acc,tar_at_far,asr_dodging,asr_impersonation,robust_tar,diffusion_t,n_denoise_steps,psnr,ssim,pert_l2,pert_linf,latency_ms,fps,fpga_lut,fpga_dsp,fpga_bram,power_w,energy_mj,bitwidth
frpure_ours_unet,bpda_eot,Linf_8/255_whitebox_adaptive,0.97,"{""0.01"": {""tar"": 0.9483333333333334, ""threshold"": 0.37513864040374756}, ""0.001"": {""tar"": 0.8953333333333333, ""threshold"": 0.530886173248291}}",1.0,1.0,0.0,nan,-1,32.18606746160021,0.9937201657999294,96.56172206611166,0.03137257695198059,5.893101099645719,169.6899447491437,-1,-1,-1,nan,nan,-1
